Incident Energy (MeV/amu),Stopping Power (KeV/um/Z^2),Percent Energy Loss (%)
0.3125,117.5830704940381,90.2450937059655
0.4875,153.74151116927897,75.63892545463678
0.7375,124.78027815437851,40.58006606641477
